Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes,,LowInkValue,RegularInkValue,,PowerBand Options,max Power Band
Anna - Magical Mission,3,B,8,Frank Karsten,,,4,3,,,
Pluto - Tried and True,3,B,8,Frank Karsten,,,4,3,,,
Vincenzo Santorini - The Explosives Expert,3,B,8,Frank Karsten,,,4,3,,,
Basil - Undercover Detective,3,B,8,Frank Karsten,,,4,3,,,
Desperate Plan,3,B,8,Frank Karsten,,,2,3,,,
Beyond the Horizon,3,B,8,Frank Karsten,,,2,3,,,
Nothing We Won't Do,3,B,8,Frank Karsten,,,4,3,,,
Fantastical and Magical,3,B,8,Frank Karsten,,,2,3,,,
Olaf - Recapping the Story,2,B-,8,Frank Karsten,,,3,2,,,
Captain Hook - Forceful Duelist,2,B-,8,Frank Karsten,,,3,2,,,
Tinker Bell - Insistent Fairy,2,B-,8,Frank Karsten,,,3,2,,,
The Coachman - Greedy Deceiver,2,B-,8,Frank Karsten,,,3,2,,,
Bernard - Over‐Prepared,2,B-,8,Frank Karsten,,,1,2,,,
Don Karnage - Air Pirate Leader,2,B-,8,Frank Karsten,,,1,2,,,
Wilhelmina Packard - The Radio Operator,2,B-,8,Frank Karsten,,,3,2,,,
Poe De Spell - Magica's Brother,2,B-,8,Frank Karsten,,,3,2,,,
Rolly - Chubby Puppy,2,B-,8,Frank Karsten,,,3,2,,,
Elsa - Fierce Protector,2,B-,8,Frank Karsten,,,3,2,,,
Gadget Hackwrench - Quirky Scientist,2,B-,8,Frank Karsten,,,3,2,,,
Jasmine - Steady Strategist,2,B-,8,Frank Karsten,,,3,2,,,
Jafar - High Sultan of Lorcana,2,B-,8,Frank Karsten,,,1,2,,,
Alice - Clumsy as Can Be,2,B-,8,Frank Karsten,,,3,2,,,
Chief Bogo - Commanding Officer,2,B-,8,Frank Karsten,,,3,2,,,
Perdita - Determined Mother,2,B-,8,Frank Karsten,,,3,2,,,
Alma Madrigal - Accepting Grandmother,2,B-,8,Frank Karsten,,,3,2,,,
Honest John - Shameless Schemer,2,B-,8,Frank Karsten,,,3,2,,,
Atitaya - Fang General,2,B-,8,Frank Karsten,,,3,2,,,
Fred - Giant‐Sized,2,B-,8,Frank Karsten,,,3,2,,,
Quick Shot,2,B-,8,Frank Karsten,,,1,2,,,
Pull the Lever!,2,B-,8,Frank Karsten,,,3,2,,,
They Never Come Back,2,B-,8,Frank Karsten,,,3,2,,,
Everybody's Got a Weakness,2,B-,8,Frank Karsten,,,3,2,,,
Forest Duel,2,B-,8,Frank Karsten,,,3,2,,,
Get Out!,2,B-,8,Frank Karsten,,,1,2,,,
Bill the Lizard - Chimney Sweep,1,C+,8,Frank Karsten,,,2,1,,,
Palace Guard - Spectral Sentry,1,C+,8,Frank Karsten,,,2,1,,,
Friend Owl - Cantankerous Neighbor,1,C+,8,Frank Karsten,,,2,1,,,
Bambi - Prince of the Forest,1,C+,8,Frank Karsten,,,2,1,,,
Dormouse - Easily Agitated,1,C+,8,Frank Karsten,,,2,1,,,
Mother Gothel - Knows What's Best,1,C+,8,Frank Karsten,,,1,1,,,
Ludwig von Drake - All‐Around Expert,1,C+,8,Frank Karsten,,,1,1,,,
Jiminy Cricket - Level‐Headed and Wise,1,C+,8,Frank Karsten,,,2,1,,,
Adelaide Bonfamille - Patron of the Arts,1,C+,8,Frank Karsten,,,2,1,,,
Dalmatian Puppy - Tail Wagger,1,C+,8,Frank Karsten,,,2,1,,,
Nathaniel Flint - Notorious Pirate,1,C+,8,Frank Karsten,,,2,1,,,
Flower - Shy Skunk,1,C+,8,Frank Karsten,,,2,1,,,
Zipper - Flying Ranger,1,C+,8,Frank Karsten,,,2,1,,,
General Li - Head of the Imperial Army,1,C+,8,Frank Karsten,,,2,1,,,
Louie - One Cool Duck,1,C+,8,Frank Karsten,,,2,1,,,
Madam Mim - Up to No Good,1,C+,8,Frank Karsten,,,2,1,,,
Vinnie - Green Pigeon,1,C+,8,Frank Karsten,,,1,1,,,
Bolt - Down but Not Out,1,C+,8,Frank Karsten,,,2,1,,,
Madame Medusa - Deceiving Partner,1,C+,8,Frank Karsten,,,2,1,,,
Flynn Rider - Breaking and Entering,1,C+,8,Frank Karsten,,,1,1,,,
Jock - Attentive Uncle,1,C+,8,Frank Karsten,,,2,1,,,
Bruno Madrigal - Single‐Minded,1,C+,8,Frank Karsten,,,2,1,,,
Brutus - Fearsome Crocodile,1,C+,8,Frank Karsten,,,2,1,,,
Mulan - Charging Ahead,1,C+,8,Frank Karsten,,,1,1,,,
Cri‐Kee - Part of the Team,1,C+,8,Frank Karsten,,,2,1,,,
Nani - Heist Mastermind,1,C+,8,Frank Karsten,,,2,1,,,
Iago - Out of Reach,1,C+,8,Frank Karsten,,,2,1,,,
Abu - Illusory Pachyderm,1,C+,8,Frank Karsten,,,2,1,,,
Hades - Ruthless Tyrant,1,C+,8,Frank Karsten,,,1,1,,,
Kuzco - Impulsive Llama,1,C+,8,Frank Karsten,,,2,1,,,
Light the Fuse,1,C+,8,Frank Karsten,,,1,1,,,
Candy Drift,1,C+,8,Frank Karsten,,,2,1,,,
Pouncing Practice,1,C+,8,Frank Karsten,,,2,1,,,
Undermine,1,C+,8,Frank Karsten,,,2,1,,,
Heads Held High,1,C+,8,Frank Karsten,,,2,1,,,
It Means No Worries,1,C+,8,Frank Karsten,,,1,1,,,
Atlantean Crystal,1,C+,8,Frank Karsten,,,2,1,,,
Hamster Ball,1,C+,8,Frank Karsten,,,1,1,,,
Royal Guard - Octopus Soldier,1,C,8,Frank Karsten,,,1,1,,,
Rhino - One‐Sixteenth Wolf,1,C,8,Frank Karsten,,,1,1,,,
Jasmine - Resourceful Infiltrator,1,C,8,Frank Karsten,,,1,1,,,
Charlotte La Bouff - Mardi Gras Princess,1,C,8,Frank Karsten,,,1,1,,,
Dale - Bumbler,1,C,8,Frank Karsten,,,1,1,,,
Nero - Fearsome Crocodile,1,C,8,Frank Karsten,,,1,1,,,
Megara - Part of the Plan,1,C,8,Frank Karsten,,,1,1,,,
Mushu - Fast‐Talking Dragon,1,C,8,Frank Karsten,,,1,1,,,
Wreck‐It Ralph - Back Seat Driver,1,C,8,Frank Karsten,,,1,1,,,
Bobby - Purple Pigeon,1,C,8,Frank Karsten,,,1,1,,,
Archimedes - Resourceful Owl,1,C,8,Frank Karsten,,,1,1,,,
Fred - Major Science Enthusiast,1,C,8,Frank Karsten,,,1,1,,,
Prince John - Fraidy‐Cat,1,C,8,Frank Karsten,,,1,1,,,
Anita Radcliffe - Dog Lover,1,C,8,Frank Karsten,,,1,1,,,
King Candy - Sugar Rush Nightmare,1,C,8,Frank Karsten,,,1,1,,,
Lady - Family Dog,1,C,8,Frank Karsten,,,1,1,,,
Magic Carpet - Phantom Rug,1,C,8,Frank Karsten,,,1,1,,,
Clawhauser - Front Desk Officer,1,C,8,Frank Karsten,,,1,1,,,
The Mouse Queen - Ruler of Mousedom,1,C,8,Frank Karsten,,,1,1,,,
Napoleon - Clever Bloodhound,1,C,8,Frank Karsten,,,1,1,,,
Khan - War Horse,1,C,8,Frank Karsten,,,1,1,,,
Jumba Jookiba - Critical Scientist,1,C,8,Frank Karsten,,,1,1,,,
Dewey - Lovable Showoff,1,C,8,Frank Karsten,,,1,1,,,
Gaston - Arrogant Showoff,1,C,8,Frank Karsten,,,1,1,,,
Mad Dog - Karnage's First Mate,1,C,8,Frank Karsten,,,1,1,,,
Queen of Hearts - Haughty Monarch,1,C,8,Frank Karsten,,,1,1,,,
The Colonel - Old Sheepdog,1,C,8,Frank Karsten,,,1,1,,,
Geppetto - Skilled Craftsman,1,C,8,Frank Karsten,,,1,1,,,
Lafayette - Sleepy Basset Hound,1,C,8,Frank Karsten,,,1,1,,,
Alice - Courageous Keyholder,1,C,8,Frank Karsten,,,1,1,,,
Arthur - Determined Squire,1,C,8,Frank Karsten,,,1,1,,,
Yzma - On Edge,1,C,8,Frank Karsten,,,1,1,,,
Madam Mim - Rhino,1,C,8,Frank Karsten,,,1,1,,,
Bruno Madrigal - Singing Seer,1,C,8,Frank Karsten,,,1,1,,,
Wreck‐It Ralph - Big Lug,1,C,8,Frank Karsten,,,1,1,,,
Donald Duck - Coin Collector,1,C,8,Frank Karsten,,,1,1,,,
Monstro - Infamous Whale,1,C,8,Frank Karsten,,,1,1,,,
Trials and Tribulations,1,C,8,Frank Karsten,,,1,1,,,
Wrong Lever!,1,C,8,Frank Karsten,,,1,1,,,
Most Everyone's Mad Here,1,C,8,Frank Karsten,,,1,1,,,
Lady - Decisive Dog,1,C-,8,Frank Karsten,,,1,1,,,
Gene - Niceland Resident,1,C-,8,Frank Karsten,,,1,1,,,
Toby Turtle - Wary Friend,1,C-,8,Frank Karsten,,,1,1,,,
Thumper - Young Bunny,1,C-,8,Frank Karsten,,,1,1,,,
Go Go Tomago - Mechanical Engineer,1,C-,8,Frank Karsten,,,1,1,,,
Roquefort - Lock Expert,1,C-,8,Frank Karsten,,,1,1,,,
LeFou - Cake Thief,1,C-,8,Frank Karsten,,,1,1,,,
Prince Achmed - Rival Suitor,1,C-,8,Frank Karsten,,,1,1,,,
Perdita - On the Lookout,1,C-,8,Frank Karsten,,,1,1,,,
Lumiere - Nimble Candelabra,1,C-,8,Frank Karsten,,,1,1,,,
Antonio's Jaguar - Faithful Companion,1,C-,8,Frank Karsten,,,1,1,,,
Hiro Hamada - Intuitive Thinker,1,C-,8,Frank Karsten,,,1,1,,,
Jim Dear - Beloved Husband,1,C-,8,Frank Karsten,,,1,1,,,
Sir Pellinore - Seasoned Knight,1,C-,8,Frank Karsten,,,1,1,,,
Mrs. Potts - Head Housekeeper,1,C-,8,Frank Karsten,,,1,1,,,
Joey - Blue Pigeon,1,C-,8,Frank Karsten,,,1,1,,,
Tramp - Observant Guardian,1,C-,8,Frank Karsten,,,1,1,,,
Figaro - Tuxedo Cat,1,C-,8,Frank Karsten,,,1,1,,,
Gloyd Orangeboar - Fierce Competitor,1,C-,8,Frank Karsten,,,1,1,,,
The Dodo - Outlandish Storyteller,1,C-,8,Frank Karsten,,,1,1,,,
Anna - Trusting Sister,1,C-,8,Frank Karsten,,,1,1,,,
Honey Lemon - Costumed Catalyst,1,C-,8,Frank Karsten,,,1,1,,,
Druun - Ravenous Plague,1,C-,8,Frank Karsten,,,1,1,,,
The Wardrobe - Perceptive Friend,1,C-,8,Frank Karsten,,,1,1,,,
Antonio Madrigal - Friend to All,1,C-,8,Frank Karsten,,,1,1,,,
Kuzco - Bored Royal,1,C-,8,Frank Karsten,,,1,1,,,
Chaca - Junior Chipmunk,1,C-,8,Frank Karsten,,,1,1,,,
Twitterpated,1,C-,8,Frank Karsten,,,1,1,,,
Only So Much Room,1,C-,8,Frank Karsten,,,1,1,,,
Down in New Orleans,1,C-,8,Frank Karsten,,,0,1,,,
Stopped Chaos in Its Tracks,1,C-,8,Frank Karsten,,,1,1,,,
Jeweled Collar,1,C-,8,Frank Karsten,,,1,1,,,
Mirabel Madrigal - Curious Child,0,D-,8,Frank Karsten,,,0,0,,,
Dumptruck - Karnage's Second Mate,0,D-,8,Frank Karsten,,,0,0,,,
Patch - Playful Pup,0,D-,8,Frank Karsten,,,0,0,,,
Little Sister - Responsible Rabbit,0,D-,8,Frank Karsten,,,0,0,,,
Bambi - Little Prince,0,D-,8,Frank Karsten,,,0,0,,,
Stitch - Experiment 626,0,D-,8,Frank Karsten,,,0,0,,,
Tiana - Natural Talent,0,D-,8,Frank Karsten,,,0,0,,,
Ratigan - Greedy Genius,0,D-,8,Frank Karsten,,,0,0,,,
Mickey Mouse - Giant Mouse,0,D-,8,Frank Karsten,,,0,0,,,
She's Your Person,0,D-,8,Frank Karsten,,,0,0,,,
He Who Steals and Runs Away,0,D-,8,Frank Karsten,,,0,0,,,
Walk the Plank!,0,D-,8,Frank Karsten,,,0,0,,,
The Sword of Shan‐Yu,0,D-,8,Frank Karsten,,,0,0,,,
The Nephews' Piggy Bank,0,D-,8,Frank Karsten,,,0,0,,,
Chem Purse,0,D-,8,Frank Karsten,,,0,0,,,
Scarab,0,D-,8,Frank Karsten,,,0,0,,,
Ice Spikes,0,D-,8,Frank Karsten,,,0,0,,,
Belle's Favorite Book,0,D-,8,Frank Karsten,,,0,0,,,
Television Set,0,D-,8,Frank Karsten,,,0,0,,,
Pongo - Determined Father,5,A,9,Frank Karsten,,,5,5,,,
Dumbo - Ninth Wonder of the Universe,5,A,9,Frank Karsten,,,5,5,,,
Genie - Of the Lamp,5,A,9,Frank Karsten,,,5,5,,,
The Queen - Wicked and Vain,5,A,9,Frank Karsten,,,5,5,,,
Belle - Accomplished Mystic,5,A,9,Frank Karsten,,,5,5,,,
Robin Hood - Champion of Sherwood,5,A,9,Frank Karsten,,,5,5,,,
Mulan - Elite Archer,5,A,9,Frank Karsten,,,5,5,,,
John Silver - Alien Pirate,5,A,9,Frank Karsten,,,5,5,,,
Tinker Bell - Giant Fairy,5,A,9,Frank Karsten,,,5,5,,,
Strength of a Raging Fire,5,A,9,Frank Karsten,,,5,5,,,
Alice - Growing Girl,4,B+,9,Frank Karsten,,,5,4,,,
Wildcat - Mechanic,4,B+,9,Frank Karsten,,,5,4,,,
Julieta Madrigal - Excellent Cook,4,B+,9,Frank Karsten,,,5,4,,,
Lilo - Best Explorer Ever,4,B+,9,Frank Karsten,,,3,4,,,
Sisu - Emboldened Warrior,4,B+,9,Frank Karsten,,,5,4,,,
Tinker Bell - Most Helpful,4,B+,9,Frank Karsten,,,5,4,,,
Moana - Undeterred Voyager,4,B+,9,Frank Karsten,,,5,4,,,
Dolores Madrigal - Easy Listener,4,B+,9,Frank Karsten,,,5,4,,,
Nani - Protective Sister,4,B+,9,Frank Karsten,,,5,4,,,
Queen of Hearts - Sensing Weakness,4,B+,9,Frank Karsten,,,5,4,,,
Jasmine - Fearless Princess,4,B+,9,Frank Karsten,,,3,4,,,
Ariel - Sonic Warrior,4,B+,9,Frank Karsten,,,5,4,,,
Robin Hood - Unrivaled Archer,4,B+,9,Frank Karsten,,,5,4,,,
Mufasa - King of the Pride Lands,4,B+,9,Frank Karsten,,,5,4,,,
Tick‐Tock - Ever‐Present Pursuer,4,B+,9,Frank Karsten,,,5,4,,,
Robin Hood - Daydreamer,4,B+,9,Frank Karsten,,,5,4,,,
Hercules - Beloved Hero,4,B+,9,Frank Karsten,,,5,4,,,
Stitch - Carefree Surfer,4,B+,9,Frank Karsten,,,5,4,,,
Medallion Weights,4,B+,9,Frank Karsten,,,5,4,,,
Smash,4,B+,9,Frank Karsten,,,5,4,,,
Pegasus - Gift for Hercules,3,B,9,Frank Karsten,,,4,3,,,
Dumbo - The Flying Elephant,3,B,9,Frank Karsten,,,2,3,,,
Mickey Mouse - Brave Little Prince,3,B,9,Frank Karsten,,,2,3,,,
Tuk Tuk - Lively Partner,3,B,9,Frank Karsten,,,4,3,,,
Ariel - Adventurous Collector,3,B,9,Frank Karsten,,,4,3,,,
Peter Pan's Shadow - Not Sewn On,3,B,9,Frank Karsten,,,2,3,,,
Philoctetes - No‐Nonsense Instructor,3,B,9,Frank Karsten,,,4,3,,,
Genie - Supportive Friend,3,B,9,Frank Karsten,,,2,3,,,
Pluto - Rescue Dog,3,B,9,Frank Karsten,,,4,3,,,
Winnie the Pooh - Hunny Wizard,3,B,9,Frank Karsten,,,4,3,,,
Card Soldiers - Full Deck,3,B,9,Frank Karsten,,,4,3,,,
Virana - Fang Chief,3,B,9,Frank Karsten,,,4,3,,,
Li Shang - Imperial Captain,3,B,9,Frank Karsten,,,4,3,,,
Eeyore - Overstuffed Donkey,3,B,9,Frank Karsten,,,4,3,,,
Scar - Finally King,3,B,9,Frank Karsten,,,2,3,,,
Maid Marian - Delightful Dreamer,3,B,9,Frank Karsten,,,4,3,,,
Stitch - Rock Star,3,B,9,Frank Karsten,,,4,3,,,
Sven - Official Ice Deliverer,3,B,9,Frank Karsten,,,4,3,,,
Mama Odie - Voice of Wisdom,3,B,9,Frank Karsten,,,2,3,,,
Hades - Infernal Schemer,3,B,9,Frank Karsten,,,2,3,,,
Pluto - Determined Defender,3,B,9,Frank Karsten,,,4,3,,,
World's Greatest Criminal Mind,3,B,9,Frank Karsten,,,4,3,,,
Look at This Family,3,B,9,Frank Karsten,,,4,3,,,
Cursed Merfolk - Ursula's Handiwork,2,B-,9,Frank Karsten,,,1,2,,,
Rafiki - Mystical Fighter,2,B-,9,Frank Karsten,,,3,2,,,
Enchantress - Unexpected Judge,2,B-,9,Frank Karsten,,,3,2,,,
Cruella De Vil - Fashionable Cruiser,2,B-,9,Frank Karsten,,,3,2,,,
Prince Eric - Dashing and Brave,2,B-,9,Frank Karsten,,,3,2,,,
Roxanne - Powerline Fan,2,B-,9,Frank Karsten,,,1,2,,,
Lumiere - Fiery Friend,2,B-,9,Frank Karsten,,,3,2,,,
Kuzco - Wanted Llama,2,B-,9,Frank Karsten,,,3,2,,,
The Queen - Conceited Ruler,2,B-,9,Frank Karsten,,,1,2,,,
Powerline - Musical Superstar,2,B-,9,Frank Karsten,,,1,2,,,
Elsa - Snow Queen,2,B-,9,Frank Karsten,,,3,2,,,
Belle - Untrained Mystic,2,B-,9,Frank Karsten,,,3,2,,,
Shere Khan - Menacing Predator,2,B-,9,Frank Karsten,,,3,2,,,
Lawrence - Jealous Manservant,2,B-,9,Frank Karsten,,,3,2,,,
Hercules - True Hero,2,B-,9,Frank Karsten,,,3,2,,,
Mickey Mouse - Steamboat Pilot,2,B-,9,Frank Karsten,,,3,2,,,
Minnie Mouse - Sweetheart Princess,2,B-,9,Frank Karsten,,,1,2,,,
Daisy Duck - Secret Agent,2,B-,9,Frank Karsten,,,3,2,,,
Daisy Duck - Musketeer Spy,2,B-,9,Frank Karsten,,,3,2,,,
Anna - True‐Hearted,2,B-,9,Frank Karsten,,,3,2,,,
Bruno Madrigal - Undetected Uncle,2,B-,9,Frank Karsten,,,3,2,,,
Camilo Madrigal - Prankster,2,B-,9,Frank Karsten,,,3,2,,,
Luisa Madrigal - Magically Strong One,2,B-,9,Frank Karsten,,,1,2,,,
Elsa - Gloves Off,2,B-,9,Frank Karsten,,,3,2,,,
Louie - Chill Nephew,2,B-,9,Frank Karsten,,,3,2,,,
Kuzco - Temperamental Emperor,2,B-,9,Frank Karsten,,,1,2,,,
Mulan - Considerate Diplomat,2,B-,9,Frank Karsten,,,1,2,,,
Beast - Gracious Prince,2,B-,9,Frank Karsten,,,1,2,,,
Max Goof - Chart Topper,2,B-,9,Frank Karsten,,,1,2,,,
Improvise,2,B-,9,Frank Karsten,,,3,2,,,
Fire the Cannons!,2,B-,9,Frank Karsten,,,1,2,,,
Beast's Mirror,2,B-,9,Frank Karsten,,,3,2,,,
The Queen - Regal Monarch,1,C+,9,Frank Karsten,,,2,1,,,
Sergeant Tibbs - Courageous Cat,1,C+,9,Frank Karsten,,,2,1,,,
Flounder - Voice of Reason,1,C+,9,Frank Karsten,,,2,1,,,
Rapunzel - Sunshine,1,C+,9,Frank Karsten,,,2,1,,,
Stitch - Alien Dancer,1,C+,9,Frank Karsten,,,2,1,,,
Powerline - Taking the Stage,1,C+,9,Frank Karsten,,,1,1,,,
Mickey Mouse - Standard Bearer,1,C+,9,Frank Karsten,,,2,1,,,
Megara - Pulling the Strings,1,C+,9,Frank Karsten,,,2,1,,,
LeFou - Instigator,1,C+,9,Frank Karsten,,,2,1,,,
Aurora - Regal Princess,1,C+,9,Frank Karsten,,,2,1,,,
Anna - Braving the Storm,1,C+,9,Frank Karsten,,,2,1,,,
Huey - Savvy Nephew,1,C+,9,Frank Karsten,,,2,1,,,
Queen of Hearts - Impulsive Ruler,1,C+,9,Frank Karsten,,,2,1,,,
Mulan - Free Spirit,1,C+,9,Frank Karsten,,,2,1,,,
Dewey - Showy Nephew,1,C+,9,Frank Karsten,,,2,1,,,
HeiHei - Bumbling Rooster,1,C+,9,Frank Karsten,,,2,1,,,
Winnie the Pooh - Having a Think,1,C+,9,Frank Karsten,,,2,1,,,
Max Goof - Rockin' Teen,1,C+,9,Frank Karsten,,,1,1,,,
Tinker Bell - Tiny Tactician,1,C+,9,Frank Karsten,,,2,1,,,
Prince Naveen - Penniless Royal,1,C+,9,Frank Karsten,,,2,1,,,
Cruella De Vil - Style Icon,1,C+,9,Frank Karsten,,,1,1,,,
Mickey Mouse - True Friend,1,C+,9,Frank Karsten,,,2,1,,,
Benja - Guardian of the Dragon Gem,1,C+,9,Frank Karsten,,,2,1,,,
Tinker Bell - Generous Fairy,1,C+,9,Frank Karsten,,,1,1,,,
Moana - Of Motunui,1,C+,9,Frank Karsten,,,2,1,,,
Ursula - Voice Stealer,1,C+,9,Frank Karsten,,,1,1,,,
Aurora - Dreaming Guardian,1,C+,9,Frank Karsten,,,2,1,,,
Powerline - World's Greatest Rock Star,1,C+,9,Frank Karsten,,,1,1,,,
Maui - Whale,1,C+,9,Frank Karsten,,,2,1,,,
Develop Your Brain,1,C+,9,Frank Karsten,,,2,1,,,
Be Our Guest,1,C+,9,Frank Karsten,,,2,1,,,
Dig a Little Deeper,1,C+,9,Frank Karsten,,,1,1,,,
Second Star to the Right,1,C+,9,Frank Karsten,,,1,1,,,
Lantern,1,C+,9,Frank Karsten,,,1,1,,,
The Magic Feather,1,C+,9,Frank Karsten,,,1,1,,,
Hidden Cove - Tranquil Haven,1,C+,9,Frank Karsten,,,2,1,,,
Motunui - Island Paradise,1,C+,9,Frank Karsten,,,2,1,,,
Olaf - Friendly Snowman,1,C,9,Frank Karsten,,,1,1,,,
Bobby Zimuruski - Spray Cheese Kid,1,C,9,Frank Karsten,,,1,1,,,
Mulan - Injured Soldier,1,C,9,Frank Karsten,,,1,1,,,
Tiana - Diligent Waitress,1,C,9,Frank Karsten,,,1,1,,,
Robin Hood - Capable Fighter,1,C,9,Frank Karsten,,,1,1,,,
Ursula - Vanessa,1,C,9,Frank Karsten,,,1,1,,,
Timothy Q. Mouse - Flight Instructor,1,C,9,Frank Karsten,,,1,1,,,
Ursula - Deceiver,1,C,9,Frank Karsten,,,1,1,,,
Gaston - Arrogant Hunter,1,C,9,Frank Karsten,,,1,1,,,
Nala - Undaunted Lioness,1,C,9,Frank Karsten,,,1,1,,,
Little John - Sir Reginald,1,C,9,Frank Karsten,,,1,1,,,
Queen of Hearts - Wonderland Empress,1,C,9,Frank Karsten,,,1,1,,,
Ursula - Sea Witch,1,C,9,Frank Karsten,,,1,1,,,
Sisu - Daring Visitor,1,C,9,Frank Karsten,,,1,1,,,
Hans - Noble Scoundrel,1,C,9,Frank Karsten,,,1,1,,,
John Silver - Greedy Treasure Seeker,1,C,9,Frank Karsten,,,1,1,,,
Ariel - Determined Mermaid,1,C,9,Frank Karsten,,,1,1,,,
Cinderella - Gentle and Kind,1,C,9,Frank Karsten,,,1,1,,,
Jafar - Keeper of Secrets,1,C,9,Frank Karsten,,,1,1,,,
Donald Duck - Perfect Gentleman,1,C,9,Frank Karsten,,,1,1,,,
P.J. Pete - Caught Up in the Music,1,C,9,Frank Karsten,,,1,1,,,
Alice - Accidentally Adrift,1,C,9,Frank Karsten,,,1,1,,,
Rapunzel - Letting Down Her Hair,1,C,9,Frank Karsten,,,1,1,,,
Grand Pabbie - Oldest and Wisest,1,C,9,Frank Karsten,,,1,1,,,
Elsa - Spirit of Winter,1,C,9,Frank Karsten,,,1,1,,,
One Jump Ahead,1,C,9,Frank Karsten,,,1,1,,,
Stand Out,1,C,9,Frank Karsten,,,1,1,,,
Heal What Has Been Hurt,1,C,9,Frank Karsten,,,1,1,,,
Be King Undisputed,1,C,9,Frank Karsten,,,1,1,,,
Four Dozen Eggs,1,C,9,Frank Karsten,,,1,1,,,
Lost in the Woods,1,C,9,Frank Karsten,,,1,1,,,
A Pirate's Life,1,C,9,Frank Karsten,,,1,1,,,
Circle of Life,1,C,9,Frank Karsten,,,1,1,,,
Under the Sea,1,C,9,Frank Karsten,,,1,1,,,
The Mob Song,1,C,9,Frank Karsten,,,1,1,,,
Magic Mirror,1,C,9,Frank Karsten,,,1,1,,,
Family Fishing Pole,1,C,9,Frank Karsten,,,1,1,,,
Aurora - Holding Court,1,C-,9,Frank Karsten,,,0,1,,,
Goofy - Set for Adventure,1,C-,9,Frank Karsten,,,0,1,,,
Simba - Scrappy Cub,1,C-,9,Frank Karsten,,,0,1,,,
Jafar - Lamp Thief,1,C-,9,Frank Karsten,,,1,1,,,
Max Goof - Rebellious Teen,1,C-,9,Frank Karsten,,,0,1,,,
Mama Odie - Mystical Maven,1,C-,9,Frank Karsten,,,0,1,,,
Belle - Inventive Engineer,1,C-,9,Frank Karsten,,,1,1,,,
Judy Hopps - Optimistic Officer,1,C-,9,Frank Karsten,,,1,1,,,
Ariel - Singing Mermaid,1,C-,9,Frank Karsten,,,1,1,,,
Prince Phillip - Warden of the Woods,1,C-,9,Frank Karsten,,,0,1,,,
Shenzi - Hyena Pack Leader,1,C-,9,Frank Karsten,,,1,1,,,
The Queen - Mirror Seeker,1,C-,9,Frank Karsten,,,1,1,,,
Captain Hook - Captain of the Jolly Roger,1,C-,9,Frank Karsten,,,0,1,,,
Maleficent - Monstrous Dragon,1,C-,9,Frank Karsten,,,1,1,,,
Sudden Chill,1,C-,9,Frank Karsten,,,1,1,,,
One Last Hope,1,C-,9,Frank Karsten,,,0,1,,,
Mother Knows Best,1,C-,9,Frank Karsten,,,0,1,,,
Last‐Ditch Effort,1,C-,9,Frank Karsten,,,0,1,,,
I2I,1,C-,9,Frank Karsten,,,0,1,,,
Rose Lantern,1,C-,9,Frank Karsten,,,1,1,,,
Coconut Basket,1,C-,9,Frank Karsten,,,1,1,,,
Agrabah - Marketplace,1,C-,9,Frank Karsten,,,1,1,,,
Pluto - Friendly Pooch,0,D-,9,Frank Karsten,,,0,0,,,
Jasmine - Heir of Agrabah,0,D-,9,Frank Karsten,,,0,0,,,
Aladdin - Prince Ali,0,D-,9,Frank Karsten,,,0,0,,,
Aurora - Tranquil Princess,0,D-,9,Frank Karsten,,,0,0,,,
Donald Duck - Sleepwalker,0,D-,9,Frank Karsten,,,0,0,,,
Raya - Headstrong,0,D-,9,Frank Karsten,,,0,0,,,
Mickey Mouse - Trumpeter,0,D-,9,Frank Karsten,,,0,0,,,
Prince Phillip - Vanquisher of Foes,0,D-,9,Frank Karsten,,,0,0,,,
I'm Stuck!,0,D-,9,Frank Karsten,,,0,0,,,
Poor Unfortunate Souls,0,D-,9,Frank Karsten,,,0,0,,,
You Can Fly!,0,D-,9,Frank Karsten,,,0,0,,,
Bruno's Return,0,D-,9,Frank Karsten,,,0,0,,,
Make the Potion,0,D-,9,Frank Karsten,,,0,0,,,
"I Find 'Em, I Flatten 'Em",0,D-,9,Frank Karsten,,,0,0,,,
Signed Contract,0,D-,9,Frank Karsten,,,0,0,,,
Ursula's Shell Necklace,0,D-,9,Frank Karsten,,,0,0,,,
Aurelian Gyrosensor,0,D-,9,Frank Karsten,,,0,0,,,
White Rabbit's Pocket Watch,0,D-,9,Frank Karsten,,,0,0,,,
Dinner Bell,0,D-,9,Frank Karsten,,,0,0,,,
Heart of Te Fiti,0,D-,9,Frank Karsten,,,0,0,,,
Casa Madrigal - Casita,0,D-,9,Frank Karsten,,,0,0,,,
Atlantica - Concert Hall,0,D-,9,Frank Karsten,,,0,0,,,
Maui's Place of Exile - Hidden Island,0,D-,9,Frank Karsten,,,0,0,,,
